Fiscal Year,Region,Country,Project ID,Project Name,URL,TTL,Lending Instrument,Sector Board,Product Line,IDA Education Commitments (US$M),IBRD Education Commitments (US$M),Other Financing for Education,Total Commitments for Education (US$M),Education as % of Total Commitment
FY08,Middle East & North Africa,Iraq,P110600,Consultative Service Delivery Initiative,http://www.worldbank.org/projects/P110600?lang=en,"Scott,Colin S.",Technical Assistance Loan,Recipient Executed Activities,"Social, Urban, Rural and Resilience Global Practice",0,0,0.53,0.53,50%
FY08,Middle East & North Africa,Jordan,P100534,Employer Driven Skills Development Project,http://www.worldbank.org/projects/P100534?lang=en,"Moreno Olmedilla,Juan Manuel",Specific Investment Loan,Education,IBRD/IDA,0,5.18,0,5.18,69%
FY08,Middle East & North Africa,Middle East and North Africa,P110565,5M-Displaced Iraqis in the Sub-Region Program,http://www.worldbank.org/projects/P110565?lang=en,"Scott,Colin S.",Technical Assistance Loan,Recipient Executed Activities,"Social, Urban, Rural and Resilience Global Practice",0,0,1.85,1.85,100%
FY08,Middle East & North Africa,West Bank and Gaza,P108373,Third Emergency Services Support Project (ESSP III),http://www.worldbank.org/projects/P108373?lang=en,"Hillis,Samira Ahmed",Emergency Recovery Loan,Social Protection & Labor,Special Financing,0,0,1.5,1.5,15%
FY08,Middle East & North Africa,"Yemen, Republic of",P089761,Secondary Education Development And Girls Access Program,http://www.worldbank.org/projects/P089761?lang=en,"Miyajima,Tomomi",Specific Investment Loan,Education,IBRD/IDA,17.6,0,0,17.6,88%
FY08,Middle East & North Africa,"Yemen, Republic of",P108649,Public Works III Additional Financing,http://www.worldbank.org/projects/P108649?lang=en,"Khamis,Ali",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,8.95,0,0,8.95,30%
FY08,South Asia,Afghanistan,P102573,Skills Development Project,http://www.worldbank.org/projects/P102573?lang=en,"Sarr,Leopold Remi",Emergency Recovery Loan,Education,IBRD/IDA,16.6,0,0,16.6,83%
FY08,South Asia,Afghanistan,P106259,Second Education Quality Improvement Program,http://www.worldbank.org/projects/P106259?lang=en,"Lahire,Nathalie",Emergency Recovery Loan,Education,IBRD/IDA,21.3,0,0,21.3,71%
FY08,South Asia,Bhutan,P110892,Additional Financing for the Education Development Project,http://www.worldbank.org/projects/P110892?lang=en,"LaPrairie,Mark F.",Specific Investment Loan,Education,IBRD/IDA,1.6,0,0,1.6,100%
FY08,South Asia,India,P102547,Elementary Education (Sarva Shiksha Abhiyan II),http://www.worldbank.org/projects/P102547?lang=en,"Sankar,Deepa",Specific Investment Loan,Education,IBRD/IDA,540,0,0,540,90%
FY08,South Asia,India,P102737,First Bihar Development Policy Loan Project,http://www.worldbank.org/projects/P102737?lang=en,"Nagarajan,Mohan",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,15,30,0,45,20%
FY08,South Asia,India,P104724,Andhra Pradesh Rural Poverty Reduction: Drought Adaptative I,http://www.worldbank.org/projects/P104724?lang=en,"Shah,Parmesh",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,6.5,0,0,6.5,10%
FY08,South Asia,Nepal,P107558,Education For All Additional Financing,http://www.worldbank.org/projects/P107558?lang=en,"Joshi,Rajendra Dhoj",Specific Investment Loan,Education,IBRD/IDA,54,0,0,54,90%
FY08,South Asia,Sri Lanka,P110278,Education Sector Development Project - Additional Financing,http://www.worldbank.org/projects/P110278?lang=en,"Aturupane,Harsha",Specific Investment Loan,Education,IBRD/IDA,9.5,0,0,9.5,95%
FY07,Africa,Benin,P083313,Third Poverty Reduction Support Credit,http://www.worldbank.org/projects/P083313?lang=en,"Benjamin,Nancy Claire",Development Policy Lending,Poverty and Equity,IBRD/IDA,6,0,0,6,20%
FY07,Africa,Benin,P096928,Fourth Poverty Reduction Strategy Credit,http://www.worldbank.org/projects/P096928?lang=en,"Experton,William",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,6,0,0,6,15%
FY07,Africa,Benin,P110576,Education For All-Fast Track Initiative Program,http://www.worldbank.org/projects/P110576?lang=en,"Gbaye,Hyacinthe",Specific Investment Loan,Education,Recipient Executed Activities,0,0,76,76,100%
FY07,Africa,Burkina Faso,P098378,Second Phase Community Based Rural Development Project,http://www.worldbank.org/projects/P098378?lang=en,"Nikiema,Emmanuel Y.",Adaptable Program Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,12.58,0,0,12.58,17%
FY07,Africa,Burundi,P064557,Education Sector Reconstruction Project,http://www.worldbank.org/projects/P064557?lang=en,"Sosale,Shobhana",Specific Investment Loan,Education,IBRD/IDA,14.6,0,0,14.6,73%
FY07,Africa,Burundi,P092913,Support to the reintegration of returning,http://www.worldbank.org/projects/P092913?lang=en,"Uwanyiligira,Marie-Chantal",Technical Assistance Loan,Recipient Executed Activities,"Social, Urban, Rural and Resilience Global Practice",0,0,0.1,0.1,100%
FY07,Africa,Burundi,P095211,Community And Social Development Project,http://www.worldbank.org/projects/P095211?lang=en,"Peeters,Pia",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,6.4,0,0,6.4,16%
FY07,Africa,Cabo Verde,P100807,Poverty Reduction Support Credit III,http://www.worldbank.org/projects/P100807?lang=en,"Do Rosario Francisco,Maria Manuela",Development Policy Lending,Poverty and Equity,IBRD/IDA,1.5,0,0,1.5,15%
FY07,Africa,Cabo Verde,P101950,HIV/AIDS MAP Supplemental,http://www.worldbank.org/projects/P101950?lang=en,"Ovadiya,Mirey",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0.15,0,0,0.15,3%
FY07,Africa,Central African Republic,P094674,LICUS Project,http://www.worldbank.org/projects/P094674?lang=en,"Bell,Eric",Programmatic Structural Adjustment Loan,Macro Economics & Fiscal Management,Recipient Executed Activities,0,0,0.29,0.29,30%
FY07,Africa,Central African Republic,P104060,LICUS Grant In Support Of CDD Activities,http://www.worldbank.org/projects/P104060?lang=en,"Hoftijzer,Margo A.",Technical Assistance Loan,Social Protection & Labor,Recipient Executed Activities,0,0,0.81,0.81,30%
FY07,Africa,Central African Republic,P104228,LICUS For Support To Community-Driven Development and Social Sector Project,http://www.worldbank.org/projects/P104228?lang=en,"Hoftijzer,Margo A.",Technical Assistance Loan,Social Protection & Labor,Recipient Executed Activities,0,0,0.01,0.01,30%
FY07,Africa,Chad,P090265,Public Financial Management Capacity Building,http://www.worldbank.org/projects/P090265?lang=en,"Kra,Jean Charles Amon",Technical Assistance Loan,Governance,IBRD/IDA,0.5,0,0,0.5,5%
FY07,Africa,Comoros,P100804,Additional Financing For The Services Support Credit,http://www.worldbank.org/projects/P100804?lang=en,"Auffret,Philippe",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0.75,0,0,0.75,15%
FY07,Africa,"Congo, Democratic Republic of",P086294,Education Sector Project,http://www.worldbank.org/projects/P086294?lang=en,"Pham,Dung-Kim",Specific Investment Loan,Education,IBRD/IDA,129,0,0,129,86%
FY07,Africa,"Congo, Democratic Republic of",P104497,Emergency Urban And Social Rehabilitation Project,http://www.worldbank.org/projects/P104497?lang=en,"Diop,Mahine",Emergency Recovery Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,45,0,0,45,25%
FY07,Africa,Ghana,P093610,e-Ghana Project,http://www.worldbank.org/projects/P093610?lang=en,"Ampah,Mavis A.",Specific Investment Loan,Transport & ICT,IBRD/IDA,3.2,0,0,3.2,8%
FY07,Africa,Ghana,P099287,Fifth Poverty Reduction Support Credit,http://www.worldbank.org/projects/P099287?lang=en,"Cavalcanti,Carlos B.",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,15.4,0,0,15.4,14%
FY07,Africa,Kenya,P085414,Development Of The National Statistical System Project,http://www.worldbank.org/projects/P085414?lang=en,"Jespersen,Philip Brynnum",Specific Investment Loan,Macro Economics & Fiscal Management,IBRD/IDA,0.62,0,0,0.62,3%
FY07,Africa,Kenya,P087479,Education Sector Support Program,http://www.worldbank.org/projects/P087479?lang=en,"Sosale,Shobhana",Sector Investment and Maintenance Loan,Education,IBRD/IDA,63.2,0,0,63.2,79%
FY07,Africa,Lesotho,P088544,Private Sector Competitiveness And Economic Diversification,http://www.worldbank.org/projects/P088544?lang=en,"Kuriakose,Smita",Specific Investment Loan,Trade & Competitiveness,IBRD/IDA,0.49,0,0,0.49,6%
FY07,Africa,Liberia,P105282,Health Systems Reconstruction,http://www.worldbank.org/projects/P105282?lang=en,"Mohammed-Roberts,Rianna L.",Emergency Recovery Loan,"Health, Nutrition & Population",IBRD/IDA,1.36,0,0,1.36,16%
FY07,Africa,Madagascar,P096102,Third Poverty Reduction Strategy Credit,http://www.worldbank.org/projects/P096102?lang=en,"Ramanantoanina,Patrick Philippe",Development Policy Lending,Poverty and Equity,IBRD/IDA,6,0,0,6,15%
FY07,Africa,Madagascar,P096296,Community Develop. Fund/ Additional Financing (FID IV) - Supplemental,http://www.worldbank.org/projects/P096296?lang=en,"Auffret,Philippe",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,4.5,0,0,4.5,25%
FY07,Africa,Mali,P093991,Education Sector Investment Program II,http://www.worldbank.org/projects/P093991?lang=en,"Kamano,Pierre Joseph",Specific Investment Loan,Education,IBRD/IDA,33.25,0,0,33.25,95%
FY07,Africa,Mali,P105291,Education Sector Investment Program II - Scaling Up,http://www.worldbank.org/projects/P105291?lang=en,"Temourov,Moukim",Specific Investment Loan,Education,IBRD/IDA,14.25,0,0,14.25,95%
FY07,Africa,Mozambique,P083459,Third Poverty Reduction Support Credit - Development Policy Loan,http://www.worldbank.org/projects/P083459?lang=en,"Binkert,Gregor",Development Policy Lending,Poverty and Equity,IBRD/IDA,7.7,0,0,7.7,11%
FY07,Africa,Namibia,P086875,Education And Training Sector Improvement Program - ETSIP,http://www.worldbank.org/projects/P086875?lang=en,"Vodopivec,Milan",Development Policy Lending,Education,IBRD/IDA,0,7.5,0,7.5,100%
FY07,Africa,Niger,P096198,Multi-Sector Demographic Project,http://www.worldbank.org/projects/P096198?lang=en,"Karamoko,Djibrilla",Specific Investment Loan,"Health, Nutrition & Population",IBRD/IDA,0.5,0,0,0.5,5%
FY07,Africa,Niger,P098963,Rural & Social Policy Development Policy Loan II,http://www.worldbank.org/projects/P098963?lang=en,"Razmara,Setareh",Development Policy Lending,Social Protection & Labor,IBRD/IDA,10,0,0,10,20%
FY07,Africa,Nigeria,P074132,Nigeria Federal Science & Technical Education At Post-Basic Levels (STEPB),http://www.worldbank.org/projects/P074132?lang=en,"Appasamy,Irajen",Specific Investment Loan,Education,IBRD/IDA,162,0,0,162,90%
FY07,Africa,Nigeria,P096151,Nigeria State Education Sector Project,http://www.worldbank.org/projects/P096151?lang=en,"Adekola,Olatunde Adetoyese",Specific Investment Loan,Education,IBRD/IDA,53.3,0,0,53.3,82%
FY07,Africa,Nigeria,P097921,Malaria Control Booster Project,http://www.worldbank.org/projects/P097921?lang=en,"Chisaka,Noel",Specific Investment Loan,"Health, Nutrition & Population",IBRD/IDA,7.2,0,0,7.2,4%
FY07,Africa,Nigeria,P102966,Community-Based Poverty Reduction Project Supplemental,http://www.worldbank.org/projects/P102966?lang=en,"Okunmadewa,Foluso",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,4.75,0,0,4.75,19%
FY07,Africa,Rwanda,P098129,Third Poverty Reduction Strategy Grant,http://www.worldbank.org/projects/P098129?lang=en,"Soucat,Agnes L. B.",Development Policy Lending,Poverty and Equity,IBRD/IDA,12.5,0,0,12.5,25%
FY07,Africa,Senegal,P089254,Quality Education For All Project - Phase 2,http://www.worldbank.org/projects/P089254?lang=en,"Seck,Atou",Adaptable Program Loan,Education,IBRD/IDA,18.6,0,0,18.6,62%
FY07,Africa,South Sudan,P100980,Institutional And Human Development In South Sudan,http://www.worldbank.org/projects/P100980?lang=en,"Ahluwalia,Sanjeev",Emergency Recovery Loan,Governance,Recipient Executed Activities,0,0,2.47,2.47,30%
FY07,Africa,Tanzania,P102262,Zanzibar Basic Education Improvement Project,http://www.worldbank.org/projects/P102262?lang=en,"Joshi,Arun R.",Specific Investment Loan,Education,IBRD/IDA,38.22,0,0,38.22,91%
FY07,Africa,Togo,P105385,Poverty Reduction Emergency Program - Savanes And BNL,http://www.worldbank.org/projects/P105385?lang=en,"Zampaglione,Giuseppe",Technical Assistance Loan,Social Protection & Labor,Recipient Executed Activities,0,0,0.21,0.21,50%
FY07,Africa,Togo,P108828,EPPR - Consolidation Phase - Maritime GA#090493 - LICUS Ref. No. 58,http://www.worldbank.org/projects/P108828?lang=en,"Zampaglione,Giuseppe",Emergency Recovery Loan,Social Protection & Labor,Recipient Executed Activities,0,0,0.27,0.27,30%
FY07,Africa,Togo,P108916,EPPR - Consolidation Phase - Savanes GA#090492,http://www.worldbank.org/projects/P108916?lang=en,"Razmara,Setareh",Emergency Recovery Loan,Social Protection & Labor,Recipient Executed Activities,0,0,0.27,0.27,30%
FY07,Africa,Uganda,P090219,Uganda  Poverty Reduction Support Credit 6,http://www.worldbank.org/projects/P090219?lang=en,"Merotto,Dino Leonardo",Development Policy Lending,Poverty and Equity,IBRD/IDA,18.75,0,0,18.75,15%
FY07,East Asia & Pacific,East Asia and Pacific,P099481,JSDF-East Asia: Asean School Net - TF051602,http://www.worldbank.org/projects/P099481?lang=en,"Kim,Ronald",Specific Investment Loan,Other,Recipient Executed Activities,0,0,0.98,0.98,50%
FY07,East Asia & Pacific,Indonesia,P096813,Additional Financing For Second Urban Poverty Project,http://www.worldbank.org/projects/P096813?lang=en,"Soraya,George",Sector Investment and Maintenance Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,31.17,0,0,31.17,23%
FY07,East Asia & Pacific,Indonesia,P097605,Support for Poor and Disadvantaged Areas Project in Aceh and Nias,http://www.worldbank.org/projects/P097605?lang=en,"Hayward,Natasha",Adaptable Program Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,7.5,7.5,30%
FY07,East Asia & Pacific,Indonesia,P103960,Community-Based Facilitator Training (British Council),http://www.worldbank.org/projects/P103960?lang=en,"Bottini,John Victor",Learning and Innovation Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,0.53,0.53,50%
FY07,East Asia & Pacific,Indonesia,P104185,Third Kecamatan Development (Phase 2) Project Additional Financing,http://www.worldbank.org/projects/P104185?lang=en,"Satria,Sentot Surya",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,12.3,0,0,12.3,10%
FY07,East Asia & Pacific,Indonesia,P115724,Basic Education Capacity-Recipient Executed,http://www.worldbank.org/projects/P115724?lang=en,"Kesuma,Ratna",Specific Investment Loan,Education,Recipient Executed Activities,0,0,25.62,25.62,100%
FY07,East Asia & Pacific,Lao People's Democratic Republic,P096710,Third Lao PDR Poverty Reduction Support Operation Grant,http://www.worldbank.org/projects/P096710?lang=en,"Vostroknutova,Ekaterina",Development Policy Lending,Poverty and Equity,IBRD/IDA,1.2,0,0,1.2,12%
FY07,East Asia & Pacific,Mongolia,P096439,Sustainable Livelihoods II,http://www.worldbank.org/projects/P096439?lang=en,"Annor-Frempong,Charles",Adaptable Program Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,1.65,0,0,1.65,5%
FY07,East Asia & Pacific,Mongolia,P099321,Renewable Energy For Rural Access Project (REAP),http://www.worldbank.org/projects/P099321?lang=en,"Johansen,Peter",Specific Investment Loan,Energy & Extractives,IBRD/IDA,0.04,0,0,0.04,1%
FY07,East Asia & Pacific,Mongolia,P104025,Strengthening Institutional Statistical System,http://www.worldbank.org/projects/P104025?lang=en,"Mason,Andrew D.",Technical Assistance Loan,Poverty and Equity,Recipient Executed Activities,0,0,0.1,0.1,50%
FY07,East Asia & Pacific,Mongolia,P108776,Education For All Fast Track Initiative,http://www.worldbank.org/projects/P108776?lang=en,"Tandon,Prateek",Specific Investment Loan,Education,Recipient Executed Activities,0,0,8.2,8.2,100%
FY07,East Asia & Pacific,Timor-Leste,P095873,Education Sector Support,http://www.worldbank.org/projects/P095873?lang=en,"Iskandar,Susiana",Specific Investment Loan,Education,IBRD/IDA,1.8,0,0,1.8,30%
FY07,East Asia & Pacific,Vietnam,P079665,Second Higher Education Project,http://www.worldbank.org/projects/P079665?lang=en,"Mai,Thanh Thi",Specific Investment Loan,Education,IBRD/IDA,54.05,0,0,54.05,91%
FY07,East Asia & Pacific,Vietnam,P083588,Mekong Delta Transport Infrastructure Development Project,http://www.worldbank.org/projects/P083588?lang=en,"Hoang,Dung Anh",Specific Investment Loan,Transport & ICT,IBRD/IDA,2.08,0,0,2.08,1%
FY07,East Asia & Pacific,Vietnam,P101724,Poverty Reduction Support Credit 6,http://www.worldbank.org/projects/P101724?lang=en,"Mishra,Deepak K.",Development Policy Lending,Poverty and Equity,IBRD/IDA,21,0,0,21,12%
FY07,Europe & Central Asia,Armenia,P094225,Social Investment Fund III,http://www.worldbank.org/projects/P094225?lang=en,"Drabek,Ivan",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,5.5,0,0,5.5,22%
FY07,Europe & Central Asia,Armenia,P104467,Health System Modernization Project In Support Of the Second Phase of the Health Sector Reform Program,http://www.worldbank.org/projects/P104467?lang=en,"Msisha,Wezi Marianne",Adaptable Program Loan,"Health, Nutrition & Population",IBRD/IDA,0.66,0,0,0.66,3%
FY07,Europe & Central Asia,Azerbaijan,P100582,Real Estate Registration,http://www.worldbank.org/projects/P100582?lang=en,"Stanley,Victoria",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,0.3,0,0.3,1%
FY07,Europe & Central Asia,Bosnia and Herzegovina,P103703,Community Development Project - Additional Financing,http://www.worldbank.org/projects/P103703?lang=en,"Naqvi,Maniza B.",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0.6,0,0,0.6,12%
